Firm_ID;BenefitProgramPeriod;TotalSpent;TotalPurchases;AvgSpentOnTransaction
3168102;Never in program;565629,00;9;62847,6666
5114486;Never in program;533405,00;9;59267,2222
1532387;Never in program;1750014,00;36;48611,50
2647370;Never in program;6024327,00;21;286872,7142
1351199;Never in program;36273,00;1;36273,00
1854092;Never in program;15624113,00;62;252001,8225
2172037;Never in program;2519644,00;8;314955,50
2091491;Never in program;1198394,00;12;99866,1666
1203066;Never in program;2933644,00;43;68224,279
2632825;Never in program;4828618,00;85;56807,2705
5373212;Never in program;1160772,00;8;145096,50
2428247;Never in program;2338119,00;9;259791,00
2385638;Never in program;293667,00;5;58733,40
141140;Never in program;9953552,00;66;150811,3939
1876114;Never in program;2247528,00;2;1123764,00
3360135;Never in program;2198768,00;8;274846,00
2980936;Never in program;10724208,00;51;210278,5882
4791784;Never in program;914463,00;19;48129,6315
3671712;Never in program;165620,00;1;165620,00
1471593;Never in program;2021506,00;7;288786,5714
2329448;Never in program;1025958,00;2;512979,00
768177;Never in program;3614638,00;55;65720,6909
438240;Never in program;541417,00;10;54141,70
535180;Never in program;9814263,00;135;72698,2444
1922120;Never in program;5429245,00;30;180974,8333
54319;Never in program;826165,00;11;75105,909
3365230;Never in program;445119,00;9;49457,6666
2806825;Never in program;882466,00;7;126066,5714
4085355;Never in program;1692269,00;28;60438,1785
4461385;Never in program;5640043,00;21;268573,4761
178884;Never in program;19790078,00;91;217473,3846
3633064;Never in program;3139251,00;34;92330,9117
1768955;Never in program;565508,00;5;113101,60
4029973;Never in program;909949,00;27;33701,8148
96686;Never in program;9762676,00;42;232444,6666
2455660;Never in program;5719939,00;58;98619,6379
6158669;Never in program;2043881,00;5;408776,20
2639970;Never in program;197295,00;2;98647,50
3315511;Never in program;4452109,00;64;69564,2031
1019778;Never in program;9359908,00;58;161377,7241
978073;Never in program;1439351,00;15;95956,7333
4115150;Never in program;224662,00;7;32094,5714
4019072;Never in program;2235949,00;2;1117974,50
5296739;Never in program;962668,00;25;38506,72
2998664;Never in program;2863014,00;27;106037,5555
2734543;Never in program;2673529,00;13;205656,0769
2728032;Never in program;1085699,00;4;271424,75
2234804;Never in program;5640542,00;17;331796,5882
2152967;Never in program;355451,00;4;88862,75
357825;Never in program;7996576,00;57;140290,807
3756207;Never in program;174711,00;3;58237,00
2239431;Never in program;1029048,00;15;68603,20
2809171;Never in program;7726799,00;11;702436,2727
210652;Never in program;681119,00;4;170279,75
5170201;Never in program;1839089,00;21;87575,6666
2164442;Never in program;-648147,00;58;-11174,9482
4895577;Never in program;54297,00;1;54297,00
5225867;Never in program;573716,00;12;47809,6666
64474;Never in program;238788,00;4;59697,00
1360104;Never in program;15676395,00;56;279935,625
2502987;Never in program;1906041,00;35;54458,3142
2599687;Never in program;998842,00;11;90803,8181
607796;Never in program;12321999,00;38;324263,1315
5309197;Never in program;3964706,00;9;440522,8888
239222;Never in program;1768471,00;19;93077,421
2140644;Never in program;72395,00;2;36197,50
2772598;Never in program;5737259,00;132;43464,0833
2621300;Never in program;1832131,00;29;63176,931
273324;Never in program;3965907,00;83;47782,012
228953;Never in program;813052,00;12;67754,3333
5919119;Never in program;1425735,00;24;59405,625
4404658;Never in program;3425784,00;9;380642,6666
7123262;Never in program;2079232,00;19;109433,2631
1897193;Never in program;1279402,00;7;182771,7142
1995560;Never in program;355243,00;4;88810,75
665918;Never in program;2114135,00;9;234903,8888
4321392;Never in program;780452,00;11;70950,1818
2732410;Never in program;1223243,00;9;135915,8888
1855692;Never in program;15366412,00;186;82615,1182
140950;Never in program;11180982,00;77;145207,5584
7071053;Never in program;193616,00;5;38723,20
1077577;Never in program;1322223,00;19;69590,6842
3255674;Never in program;5871095,00;89;65967,3595
5938546;Never in program;1219741,00;10;121974,10
3560862;Never in program;1802626,00;20;90131,30
5557771;Never in program;99514,00;3;33171,3333
3583606;Never in program;5699303,00;74;77017,6081
5089020;Never in program;278058,00;6;46343,00
1231415;Never in program;6269401,00;53;118290,5849
4328845;Never in program;303001,00;3;101000,3333
1455147;Never in program;4224582,00;11;384052,909
2039907;Never in program;1539576,00;12;128298,00
606540;Never in program;71735,00;1;71735,00
2604693;Never in program;2487775,00;2;1243887,50
3217695;Never in program;20320725,00;191;106391,2303
4586424;Never in program;4827544,00;50;96550,88
2642672;Never in program;9880588,00;46;214795,3913
2480916;Never in program;2564568,00;24;106857,00
3195212;Never in program;6178815,00;36;171633,75
2510488;Never in program;1562291,00;6;260381,8333
1289821;Never in program;71735,00;1;71735,00
2681365;Never in program;1915409,00;11;174128,0909
7014196;Never in program;2089807,00;11;189982,4545
282696;Never in program;4943771,00;25;197750,84
2482723;Never in program;4193713,00;22;190623,3181
4127739;Never in program;1046368,00;30;34878,9333
648607;Never in program;1261673,00;6;210278,8333
1802780;Never in program;17174551,00;73;235267,8219
1507836;Never in program;12349816,00;77;160387,2207
5733411;Never in program;1216914,00;20;60845,70
3169802;Never in program;222478,00;4;55619,50
844479;Never in program;5764679,00;71;81192,6619
1764061;Never in program;10063756,00;23;437554,6086
2722913;Never in program;4402449,00;50;88048,98
2234265;Never in program;2897068,00;11;263369,8181
23530;Never in program;5021025,00;32;156907,0312
3768621;Never in program;459256,00;4;114814,00
4364241;Never in program;139422,00;1;139422,00
2850642;Never in program;3656844,00;72;50789,50
4362985;Never in program;609667,00;8;76208,375
2827631;Never in program;12813098,00;112;114402,6607
500539;Never in program;979998,00;5;195999,60
4605595;Never in program;7117812,00;181;39324,9281
4379852;Never in program;786362,00;9;87373,5555
2378938;Never in program;111520,00;3;37173,3333
105747;Never in program;1585910,00;21;75519,5238
1286699;Never in program;3130357,00;52;60199,173
4917966;Never in program;5240915,00;31;169061,7741
48158;Never in program;6746043,00;46;146653,1086
2312806;Never in program;4316150,00;34;126945,5882
4013174;After;13502661,00;46;293536,1086
2482699;Never in program;356610,00;2;178305,00
1803402;Never in program;1697256,00;51;33279,5294
1996543;Never in program;1553101,00;20;77655,05
5944180;Never in program;4767447,00;51;93479,3529
4258409;Never in program;6265812,00;33;189873,0909
4620978;Never in program;1449036,00;43;33698,5116
5355349;Never in program;5338232,00;24;222426,3333
161858;Never in program;12299738,00;81;151848,6172
2116383;Never in program;13790655,00;35;394018,7142
255408;Never in program;6700975,00;40;167524,375
4290182;Never in program;256769,00;2;128384,50
214852;Never in program;67097,00;2;33548,50
836984;Never in program;4696771,00;18;260931,7222
2994547;Never in program;6277427,00;39;160959,6666
3076625;Never in program;7457316,00;20;372865,80
3663861;After;1096420,00;13;84340,00
4547002;Never in program;893085,00;14;63791,7857
2176232;Never in program;3668793,00;27;135881,2222
4494713;Never in program;5623945,00;27;208294,2592
1193906;Never in program;652478,00;8;81559,75
2689018;Never in program;4215384,00;37;113929,2972
3711547;Never in program;1046185,00;21;49818,3333
3062917;Never in program;715227,00;4;178806,75
1841955;Never in program;6640425,00;28;237158,0357
6221989;Never in program;388732,00;5;77746,40
2833990;Never in program;1449430,00;9;161047,7777
3379567;Never in program;227086,00;8;28385,75
2907559;Never in program;2039397,00;21;97114,1428
1757603;Never in program;3727568,00;15;248504,5333
3603212;Never in program;748206,00;1;748206,00
1900570;Never in program;1391195,00;22;63236,1363
2294584;Never in program;-382611,00;12;-31884,25
5190514;Never in program;6136548,00;19;322976,2105
2414163;Never in program;528824,00;4;132206,00
3440721;Never in program;540330,00;4;135082,50
4519063;Never in program;7866757,00;111;70871,6846
619168;Never in program;932478,00;2;466239,00
5495916;Never in program;758540,00;8;94817,50
3801752;Never in program;480864,00;5;96172,80
1711267;Never in program;844601,00;11;76781,909
2220594;Never in program;11205251,00;22;509329,5909
271097;Never in program;4074789,00;23;177164,7391
5796895;Never in program;1029308,00;9;114367,5555
3681213;Never in program;1602459,00;28;57230,6785
2467159;Never in program;131058,00;4;32764,50
3330366;Never in program;1136978,00;14;81212,7142
1498893;Never in program;43233865,00;496;87165,0504
216617;Never in program;4807663,00;44;109265,0681
5285139;Never in program;3316209,00;19;174537,3157
5146145;Never in program;1648226,00;4;412056,50
1236871;Never in program;395525,00;12;32960,4166
1804594;Never in program;2428374,00;32;75886,6875
2784395;Never in program;1026765,00;17;60397,9411
4089297;Never in program;747024,00;4;186756,00
2346175;Never in program;255703,00;2;127851,50
4002970;Never in program;20300531,00;78;260263,2179
4780836;Never in program;2106292,00;19;110857,4736
5743346;Never in program;799717,00;7;114245,2857
4208634;Never in program;56472,00;3;18824,00
2243472;Never in program;222768,00;4;55692,00
1930027;Never in program;25337706,00;72;351912,5833
1104471;Never in program;15351346,00;53;289648,0377
2897398;Never in program;98760,00;2;49380,00
233719;Never in program;1396877,00;30;46562,5666
2290573;Never in program;4428291,00;23;192534,3913
5325646;Never in program;821727,00;3;273909,00
1437413;Never in program;3370601,00;14;240757,2142
654120;Never in program;409995,00;7;58570,7142
2103933;Never in program;197910,00;3;65970,00
2059305;Never in program;3757083,00;34;110502,4411
2859525;Never in program;5390817,00;23;234383,3478
1880435;Never in program;1149910,00;12;95825,8333
187634;Never in program;3205302,00;12;267108,50
3543569;Never in program;192232,00;2;96116,00
408687;Never in program;714462,00;8;89307,75
698999;Never in program;13158608,00;90;146206,7555
1869735;Never in program;1285268,00;9;142807,5555
1397428;Never in program;28430,00;1;28430,00
185122;Never in program;1734403,00;8;216800,375
846815;Never in program;128364,00;3;42788,00
410026;Never in program;2777396,00;30;92579,8666
1929956;Never in program;608041,00;12;50670,0833
3228300;Never in program;2540187,00;13;195399,00
2220677;Never in program;2329803,00;12;194150,25
2112494;Never in program;395867,00;4;98966,75
863911;Never in program;1111653,00;2;555826,50
3034432;Never in program;1223131,00;10;122313,10
1834578;Never in program;4559528,00;44;103625,6363
3562664;Never in program;794491,00;6;132415,1666
1691099;Never in program;258430,00;1;258430,00
131475;Never in program;1974983,00;20;98749,15
1465401;Never in program;859962,00;8;107495,25
249952;Never in program;1055747,00;7;150821,00
1964846;Never in program;3692590,00;19;194346,8421
5358409;Never in program;12231,00;1;12231,00
3686059;Never in program;1715782,00;13;131983,2307
7041538;Never in program;2495169,00;14;178226,3571
5043504;Never in program;139827,00;2;69913,50
6764527;Never in program;311404,00;3;103801,3333
1752881;Never in program;767521,00;1;767521,00
3350800;Never in program;831473,00;11;75588,4545
3182011;Never in program;2540987,00;10;254098,70
784091;Never in program;113921,00;2;56960,50
2706963;Never in program;6209764,00;9;689973,7777
210823;Never in program;21739181,00;266;81726,2443
1494254;Never in program;10947724,00;45;243282,7555
2077494;Never in program;1145718,00;17;67395,1764
4539088;Never in program;1248111,00;25;49924,44
4405971;Never in program;105484,00;3;35161,3333
1205447;Never in program;11312710,00;66;171404,6969
245319;Never in program;7236252,00;41;176493,9512
3835493;Never in program;23585214,00;125;188681,712
2238016;Never in program;1268354,00;12;105696,1666
4241936;Before;775896,00;3;258632,00
633580;Never in program;9596914,00;73;131464,5753
2889282;Never in program;797255,00;5;159451,00
534185;Never in program;4536228,00;42;108005,4285
4408998;Never in program;1232727,00;4;308181,75
3355000;Never in program;4004971,00;29;138102,4482
5451458;Never in program;3193506,00;33;96772,909
1088391;Never in program;817190,00;16;51074,375
1826645;Never in program;2651022,00;16;165688,875
1203510;Never in program;1634048,00;20;81702,40
6111515;After;1377304,00;8;172163,00
2177108;Never in program;2535825,00;39;65021,1538
4616872;Never in program;16593631,00;27;614578,9259
540613;Never in program;1258893,00;12;104907,75
1493525;Never in program;160908,00;3;53636,00
4720088;Never in program;1663451,00;28;59408,9642
2652161;Never in program;241909,00;3;80636,3333
2796238;Never in program;6455332,00;33;195616,1212
1563545;Never in program;402396,00;5;80479,20
2129717;Never in program;2209775,00;26;84991,3461
760968;Never in program;575428,00;5;115085,60
4863555;Never in program;746975,00;5;149395,00
4086027;Never in program;216529,00;5;43305,80
2535733;Never in program;1362867,00;15;90857,80
2636218;Never in program;55124,00;1;55124,00
851561;Never in program;3222390,00;11;292944,5454
690409;Never in program;2668155,00;35;76233,00
3013210;Never in program;6063198,00;69;87872,4347
4123926;Never in program;2056832,00;14;146916,5714
1796667;Never in program;1138567,00;12;94880,5833
2373823;Never in program;1419032,00;5;283806,40
3165481;Never in program;515140,00;7;73591,4285
2266116;Never in program;294050,00;1;294050,00
4799024;Never in program;3297673,00;51;64660,2549
2108750;Never in program;1707243,00;13;131326,3846
4007550;Never in program;82313,00;2;41156,50
1475828;Never in program;1552997,00;39;39820,4358
2418902;Never in program;8987351,00;22;408515,9545
2244462;Never in program;794225,00;37;21465,5405
198411;Never in program;173235,00;4;43308,75
1579613;Never in program;107284,00;1;107284,00
1024672;Never in program;2380659,00;35;68018,8285
203589;Never in program;4732808,00;29;163200,2758
2211476;Never in program;2374637,00;17;139684,5294
530168;Never in program;1256469,00;11;114224,4545
454461;Never in program;7280623,00;7;1040089,00
5197097;Never in program;346610,00;3;115536,6666
